"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
-1,0.092192030355795,-0.10808775603671,0.000545182954242912,-0.087305619587372,0.0806861196390242,0.0799931508552401,0.0041771519185467,0.00333023016197145,0.0374341037959456,0.0558031991163259,-0.0654887463502347,0.015670860869373,-0.104434915907409,-0.0837161066959444,-0.019079458743929,-0.113735377217351,-0.143502443677693,0.287847418201888,0.0567022967215687,-0.0119213395027381,0.0118459398100464,0.163663736313085,0.0513084103605802,-0.0311421740299153,0.0465064055718572,-0.0682098083871743,-0.0374367249450032,-0.0448907393802117,-0.0976891907206162,0.0545059018066052,0,0.164848737852213,0,0.018445023353953,0.00971989177520846,-0.0991209745631787,0.0567489668941478,0.0102412371148542,0.00188903067375731
0.092192030355795,-1,-0.0178643382703321,-0.0347761134179093,0.0764390763356952,0.0126068553390379,0.00963687166660299,0.109563242281277,0.143157710843595,0.0355145306191292,0.00474151649747084,0.0544363952337471,-0.0173541950865478,0.139859900464443,-0.0241911331532138,-0.021943102745066,0.0742549159933778,-0.0710204498568102,0.0933123131037589,0.0185075729157672,0.0555549864645938,0.0334568185135483,0.0749060684762106,0.000989568313479294,0.0636868597413586,0.00105567511076955,-0.0310411815845069,0.00949402679949729,0.0330724790303406,-0.0278254669653559,0.0729281063139665,-0.064100094441474,-0.106067912807105,0.308890025780322,0.000646815248248916,0.0185292687651812,-0.0718634199113412,-0.0385613083512833,-0.00409459548168209,0.0199983151714079
-0.10808775603671,-0.0178643382703321,-1,0,-0.235258383382432,0.00428376686110488,0.00768672728311962,0.115124845435434,0.158634242888665,-0.000379628375388741,0.00505970411758813,0.0149891437758354,-0.0362000884720952,-0.0135732996625261,-0.141088696259971,-0.00547545797460244,-0.0611563364257659,-0.118389665532143,0.129794628643639,-0.0124372964650048,-0.111222328742882,0.0655988123428937,0.0964788923167395,0.00347699939237339,0.0318323785069657,-0.00518370962742989,-0.0304846382341335,-0.0708718939155366,-0.0257283600092404,-0.0627338645194109,0.0718676842853691,0.0152433863650629,-0.0552274740602969,0.069746415836129,-0.0400997491065239,-0.00267341396890236,0.0153866537717696,-0.00842966245993036,0.0348468775146,-0.020138630856558
0.000545182954242912,-0.0347761134179093,0,-1,-0.0819283852771402,-0.0792131769615656,-0.0770529842263939,-0.13963680365986,0,-0.191594176696409,-0.132817028451574,-0.140010192661662,-0.181095501989488,0,-0.0374334163772446,-0.0823898718823583,0,-0.0750750501930621,0,-0.160268994921445,-0.200680037959973,0,-0.142867748547989,-0.132838206164631,-0.0376998276954127,-0.0225182213345815,-0.0564502695465761,0,-0.0420980090780066,-0.146510308416002,0,0,-0.0737360413544087,0,-0.0710621720460781,-0.0724624574385755,-0.106818828776215,-0.0722521603380228,-0.16001905392877,-0.167039156340161
-0.087305619587372,0.0764390763356952,-0.235258383382432,-0.0819283852771402,-1,0.0271867811751861,0.0400156994136765,-0.168846615235666,0,-0.146474431582145,0.00348044909648021,-0.219313696479817,-0.146592432621143,-0.132673596191653,-0.125247123149284,0.0770740180424918,-0.168709999629431,-0.159345259826065,0,-0.0241389350135192,0.00907806097098585,0,0,0.0088654454764153,-0.080594500546556,0.0702695090501285,-0.165323168853515,0.149126675410398,-0.0881874086853688,-0.20208607590524,0,0,0.277464532403635,0,-0.0219550555421158,0.00880691179587598,-0.270902915627602,0.0118610431301717,-0.05943926053006,-0.0117034539171067
0.0806861196390242,0.0126068553390379,0.00428376686110488,-0.0792131769615656,0.0271867811751861,-1,0.00382921939120274,0.0917646532140852,0.180941650008661,0.125247123149284,0.0024176529151926,0.0551474157899055,-0.00335357053950966,0.114181544321639,0.0126533322244319,0.00893184550921736,0.0266097152841382,-0.03333805992002,0.165214290614664,0.014938261440605,0.0151663123373438,0.00571195220591134,0.130290700570573,0.00124026302256016,0.0230125650832898,-0.00646372646870415,-0.052467413557816,0.0168211019660126,0.0200745946520758,-0.00339984426864706,0.0872950384478345,0.0363430676383271,-0.0346706059913314,0.176268452139188,-0.0409640989354912,0.0281927192777792,-0.0427833738875587,-0.0296241073859425,0.0143694568781069,0.0250864888391875
0.0799931508552401,0.00963687166660299,0.00768672728311962,-0.0770529842263939,0.0400156994136765,0.00382921939120274,-1,0.0955829445491103,0.188752604570261,0.104098836174541,0.00729301292109569,0.0580844276923303,-0.0781054817580685,0.122801294526166,0.0181921780525814,0.0160080720463335,0.0342961324768416,-0.0306293938566964,0.170085253483052,0.0197076482600856,0.0215774887752808,-0.149175786733405,0.12052864826436,0.00561146297379826,0.0300472889748842,-0.00768772087239375,-0.0520194203288634,0.0247964551080408,0.0257217826358121,0.00197580126795706,-0.0850536989494655,0.0362008742223027,-0.0340292089835846,0.186451411680261,-0.0391232997640928,0.00419799917318689,-0.0425887170045775,-0.0223406252804515,0.017026486780326,0.0183937879936327
0.0041771519185467,0.109563242281277,0.115124845435434,-0.13963680365986,-0.168846615235666,0.0917646532140852,0.0955829445491103,-1,0.0914836034994833,0.0607051154141008,0.090607521676988,-0.0140072319537201,0.07576585027364,0.200837620590537,-0.055904088287887,0.0704040596322697,0.0542067322281679,-0.0843431247594021,0.0211742815947919,0.11800630666443,0.124748885263722,0.0576415211067549,-0.0488371857209845,0.0930476863614291,0.107298504922083,0.107301933722995,0.0405073568034731,-0.0556228170901039,0.0748647354692866,-0.00918539718285988,0.0386306969330298,-0.111521838742578,-0.0323669493803901,0.0620516791738789,0.00247132412284459,0.064132351907778,-0.0512784196828714,0.0831242429739222,-0.00987924757770059,0.0877217394805823
0.00333023016197145,0.143157710843595,0.158634242888665,0,0,0.180941650008661,0.188752604570261,0.0914836034994833,-1,-0.0378698076259567,0.153833093088948,-0.00410372484044899,0,0.105267805251636,0,-0.028997641363661,0.0198782831365555,0.0339522647513853,-0.223113449561006,0.182441079830662,0.124427745072767,-0.157946640502197,-0.131721445267258,0.157362088693509,0.270902915627601,0.168709999629431,-0.105458694663612,0,0.0565941992547563,0.128094626817059,0,0,0,0.0689529228245957,0.0390003464837058,0.0968675865036547,0,0.154144748490497,-0.0301763451448196,0.00277792792922105
0.0374341037959456,0.0355145306191292,-0.000379628375388741,-0.191594176696409,-0.146474431582145,0.125247123149284,0.104098836174541,0.0607051154141008,-0.0378698076259567,-1,0.103565294999182,0.0141023611612401,-0.0209224744794478,0.0719660970874299,-0.0806780922187363,-0.026890482534845,0.0695373457973683,-0.0605444770706692,-0.264911998395134,0.10014529245008,0.108832972294348,-0.0707548457962862,-0.15306460022256,0.0931193086566257,0.0778142741069287,0.0542393849506179,-0.0842299322970769,-0.0585181926626045,-0.0228220051073094,-0.0393186304562793,0.00157155562259681,0,-0.0621221201091758,0,0.107824570193218,-0.0704987129941147,-0.00799818803494329,0.0933751413503515,0.0400734927680417,-0.0301767308267991
